Year,Month,EildonInflow,Reach1,Reach2,Reach3,Reach4
1891,7,186782.00,9537.03,40628.94,8637.66,37695.57
1891,8,223207.00,43521.91,46566.64,8103.23,40132.63
1891,9,170823.00,24597.03,19454.63,3534.23,17531.00
1891,10,238715.00,19730.92,28941.71,656.85,9933.00
1891,11,91536.00,13542.24,21757.20,781.32,4086.00
1891,12,45039.00,9785.85,11320.98,1625.36,1393.00
1892,1,23111.00,6984.74,5332.57,414.84,4870.00
1892,2,13513.00,3616.58,3231.58,105.75,3566.00
1892,3,27534.00,8081.76,6432.47,648.23,5435.00
1892,4,20853.00,4216.43,6465.95,317.51,4543.00
1892,5,72046.00,15554.01,19721.57,6464.02,11123.00
1892,6,151370.00,32904.04,41922.24,25072.94,20858.00
1892,7,336670.00,77886.04,65638.87,81032.29,59999.24
1892,8,190620.00,50177.76,41426.68,37924.01,30167.47
1892,9,219220.00,39137.06,60100.91,44849.04,37742.47
1892,10,136510.00,35328.24,39094.11,21149.26,19190.00
1892,11,95195.00,20050.44,28394.95,9529.66,14002.00
1892,12,51719.00,18099.29,13111.25,3337.92,8526.00
1893,1,14548.00,3889.15,3303.49,145.03,3755.00
1893,2,13136.00,3621.15,2926.07,103.58,2947.00
1893,3,13701.00,3638.30,3307.96,122.97,3166.00
1893,4,6512.00,2209.18,1298.29,12.37,2539.00
1893,5,147990.00,31242.21,38465.29,24536.10,20767.00
1893,6,191750.00,31894.78,54497.29,38366.28,30498.54
1893,7,170969.00,44110.37,56038.47,108525.81,114286.86
1893,8,466044.00,71994.16,157915.83,166753.08,209704.00
1893,9,467377.00,59163.75,150792.69,152653.52,128300.03
1893,10,268187.00,43435.24,127943.30,155489.49,68407.88
1893,11,113487.00,20007.54,32181.74,12392.17,16002.00
1893,12,70433.00,9994.34,20250.38,2693.38,6009.00
1894,1,40770.00,6195.88,13142.69,864.89,2585.00
1894,2,20185.00,2888.62,3299.02,250.83,1323.00
1894,3,21478.00,3532.91,4161.48,574.99,1912.00
1894,4,24048.00,3616.20,4113.72,427.18,2482.00
1894,5,102572.00,12478.15,13377.84,771.09,4489.00
1894,6,82753.00,9298.13,13049.38,3107.52,4038.00
1894,7,251744.00,27504.33,28994.52,11.46,10183.00
1894,8,426124.00,48447.47,87709.75,38593.41,57649.96
1894,9,563760.00,89518.39,166451.87,153014.85,169115.00
1894,10,445482.00,88218.60,193083.52,243815.98,189822.00
1894,11,238321.00,59407.65,87050.18,42178.27,48778.07
1894,12,142523.00,27556.25,26463.23,8648.10,16790.00
1895,1,26182.00,7875.88,10646.06,593.72,1250.00
1895,2,12522.00,3612.42,2291.02,1118.36,595.00
1895,3,12335.00,3007.63,3059.71,3763.48,773.00
1895,4,19255.00,5419.44,4727.59,3252.73,1171.00
1895,5,33419.00,10534.36,9585.04,14261.41,2371.00
1895,6,42469.00,12481.60,16327.19,60342.68,4511.00
1895,7,112163.00,43991.28,30098.99,44343.29,9154.00
1895,8,313585.00,77495.79,52662.26,4710.41,43041.49
1895,9,325365.00,87784.09,27617.91,1418.78,88809.41
1895,10,80106.00,27149.17,14256.12,3887.41,8242.00
1895,11,57958.00,25490.51,8234.28,1845.65,4772.00
1895,12,71453.00,21413.95,10405.88,1193.07,6071.00
1896,1,20937.00,6454.37,2539.98,21.51,1556.00
1896,2,14512.00,5129.49,2560.95,67.91,1366.00
1896,3,17789.00,4566.04,3227.56,252.35,2893.00
1896,4,16215.00,4522.76,2896.32,70.56,2925.00
1896,5,34415.00,14192.55,7443.79,653.62,4382.00
1896,6,33695.00,8861.36,6611.05,2.45,3759.00
1896,7,192030.00,39819.04,44780.65,38475.72,30770.39
1896,8,100560.00,14891.29,41148.85,11642.47,14514.00
1896,9,158060.00,31620.50,49188.31,27338.91,22516.00
1896,10,122110.00,37102.65,28648.04,17426.84,17517.00
1896,11,25746.00,8050.61,5617.29,564.17,5168.00
1896,12,30075.00,9531.45,5784.42,802.22,5760.00
1897,1,38450.00,6435.87,12529.53,1616.68,6830.00
1897,2,20759.00,3753.80,6019.94,315.95,4453.00
1897,3,23488.00,5088.75,7606.68,420.25,4918.00
1897,4,15960.00,3431.22,4593.88,175.99,3918.00
1897,5,14266.00,2845.94,4597.29,142.96,3740.00
1897,6,11442.00,2968.71,2563.05,70.99,3340.00
1897,7,103190.00,31052.08,22759.78,12648.76,15008.00
1897,8,127100.00,32005.37,31831.95,18107.28,17830.00
1897,9,279640.00,44083.74,78219.82,60621.00,44599.44
1897,10,133500.00,33576.94,34690.16,20698.49,18877.00
1897,11,63764.00,20209.46,16295.03,5044.11,10026.00
1897,12,25464.00,8763.38,4710.83,515.89,5171.00
1898,1,11725.00,3709.28,1968.65,71.51,3415.00
1898,2,7913.00,2775.04,1344.27,36.46,2755.00
1898,3,7773.00,2892.05,1394.85,36.00,2843.00
1898,4,8996.00,3671.12,1281.36,44.64,3028.00
1898,5,7983.00,2958.41,1263.01,36.91,2887.00
1898,6,106110.00,28484.22,28392.70,12982.82,15228.00
1898,7,115430.00,38032.45,22498.46,15028.43,16172.00
1898,8,208870.00,56570.55,47581.00,41560.60,34456.89
1898,9,221670.00,54290.65,43752.65,43775.50,38387.04
1898,10,101590.00,33209.24,17399.15,12267.49,14899.00
1898,11,108090.00,38246.79,18776.98,13755.21,15632.00
1898,12,48049.00,22025.50,8218.81,2734.48,8057.00
1899,1,22076.00,8091.18,4049.97,360.23,4738.00
1899,2,17748.00,6631.83,2816.56,217.75,4068.00
1899,3,13419.00,3561.11,2776.33,105.39,3632.00
1899,4,25652.00,9276.45,4548.56,518.88,5156.00
1899,5,39580.00,15885.18,7353.52,1834.22,6975.00
1899,6,165300.00,43657.52,46510.86,28256.39,25035.00
1899,7,280300.00,63443.79,55981.21,58948.60,44556.62
1899,8,190710.00,30764.27,54972.69,37964.49,30132.48
1899,9,82491.00,24505.24,24864.57,7890.10,12419.00
1899,10,70728.00,15285.83,19400.64,6353.74,10878.00
1899,11,53319.00,15487.78,14233.34,3563.84,8573.00
1899,12,26311.00,7821.30,6797.24,574.54,5279.00
1900,1,14924.00,3134.70,4164.93,147.56,3824.00
1900,2,10219.00,2885.11,2843.29,65.88,3106.00
1900,3,11160.00,2875.20,2686.63,69.95,3344.00
1900,4,46261.00,14130.92,12900.22,2506.62,7789.00
1900,5,85597.00,18092.72,29325.73,8530.63,12607.00
1900,6,63105.00,21378.03,16130.28,4872.42,9375.00
1900,7,243130.00,60127.44,51615.18,48309.44,39946.66
1900,8,245670.00,47570.90,61247.30,49052.29,40693.79
1900,9,324620.00,43611.11,99333.92,72990.52,53828.53
1900,10,194290.00,33150.72,59616.66,39354.26,31504.30
1900,11,68093.00,15692.89,21471.04,5577.90,10579.00
1900,12,36474.00,7671.80,12926.31,1451.61,6578.00
1901,1,19347.00,3603.17,6498.88,253.10,4390.00
1901,2,12195.00,2673.85,3937.83,73.18,3359.00
1901,3,12007.00,2900.48,3913.61,72.65,3452.00
1901,4,44379.00,3090.41,19758.57,2226.27,7549.00
1901,5,45037.00,9497.56,15391.01,2449.37,7672.00
1901,6,155520.00,30116.88,46312.09,26154.76,21676.00
1901,7,115140.00,27261.25,34664.39,14501.34,16156.00
1901,8,145260.00,27556.29,50082.74,24104.67,20040.00
1901,9,299970.00,42821.47,105881.62,66470.08,47693.82
1901,10,248400.00,37676.35,94581.93,49856.34,41397.21
1901,11,198050.00,38171.43,57972.97,40821.23,32635.67
1901,12,55013.00,15384.61,16472.80,3869.04,8947.00
1902,1,26311.00,4464.73,9068.98,574.45,5279.00
1902,2,17842.00,3705.23,5003.37,218.73,4080.00
1902,3,15018.00,3444.63,3805.50,148.24,3836.00
1902,4,16524.00,3690.39,4256.51,208.49,3989.00
1902,5,10972.00,2662.21,2943.74,69.21,3320.00
1902,6,36474.00,11709.52,9628.06,1450.75,6539.00
1902,7,73834.00,25072.54,16590.83,6952.44,11352.00
1902,8,29228.00,9389.17,7216.22,772.32,5652.00
1902,9,38921.00,10133.95,12174.52,1632.74,6851.00
1902,10,48802.00,15013.36,13259.93,2960.98,8109.00
1902,11,29698.00,8331.41,8028.20,782.32,5350.00
1902,12,27817.00,6607.47,7750.10,653.91,5472.00
1903,1,23111.00,5270.75,6713.76,414.91,4870.00
1903,2,13513.00,3176.76,3939.34,105.58,3527.00
1903,3,27534.00,8901.03,5534.75,648.33,5435.00
1903,4,20853.00,5103.52,4510.06,317.63,4543.00
1903,5,72046.00,22975.69,18208.70,6463.18,10990.00
1903,6,151370.00,39128.33,42025.18,25072.94,20649.00
1903,7,336670.00,60665.14,88648.34,81030.91,59999.24
1903,8,190620.00,44055.58,46022.63,37924.76,30089.42
1903,9,219220.00,35120.96,60709.75,44848.34,37742.47
1903,10,136510.00,25170.75,44948.94,21148.50,19082.00
1903,11,95195.00,23822.98,28047.37,9529.18,14023.00
1903,12,51719.00,9734.35,15914.43,3338.51,8425.00
1904,1,108650.00,15995.03,41957.40,13826.37,15608.00
1904,2,65740.00,4522.29,30296.70,5400.31,10201.00
1904,3,46543.00,10436.30,14484.96,2521.00,7864.00
1904,4,16242.00,2961.99,4732.52,205.86,3954.00
1904,5,20665.00,5066.34,4983.50,315.53,4558.00
1904,6,64047.00,15584.64,18510.57,5065.07,10005.00
1904,7,305710.00,43033.09,104666.58,68191.43,48944.60
1904,8,256020.00,40064.29,95994.23,52090.03,40179.40
1904,9,309190.00,38866.72,130626.16,69236.37,49661.18
1904,10,179980.00,30475.76,52628.33,33893.55,28036.74
1904,11,176220.00,33142.08,51639.32,32899.21,29036.00
1904,12,39579.00,10726.85,11798.11,1834.01,6975.00
1905,1,24994.00,6644.57,7257.35,459.38,5097.00
1905,2,14172.00,3593.47,3978.11,125.52,3093.00
1905,3,18595.00,5022.04,4577.80,226.12,3788.00
1905,4,12760.00,3027.32,2713.80,75.60,3509.00
1905,5,19347.00,3818.55,4400.64,253.15,4390.00
1905,6,83715.00,28035.64,16287.97,7998.93,12575.00
1905,7,306840.00,60537.98,64563.35,68530.96,49295.68
1905,8,313050.00,88174.33,52610.72,70392.73,50498.15
1905,9,177720.00,58171.39,31730.97,33501.47,29225.00
1905,10,235320.00,59842.65,48725.73,47941.30,38257.33
1905,11,197200.00,50981.55,46513.68,40497.40,32414.07
1905,12,83620.00,19149.06,28304.79,7991.68,12479.00
1906,1,29134.00,11294.84,5153.65,733.79,5626.00
1906,2,17465.00,6174.01,3219.52,215.19,3539.00
1906,3,33839.00,10085.55,8676.37,1181.94,5983.00
1906,4,19065.00,6457.17,3972.16,230.16,4314.00
1906,5,31110.00,10171.18,6188.92,869.40,5892.00
1906,6,129830.00,42543.34,28733.74,20172.26,18370.00
1906,7,560070.00,119209.37,137438.29,163916.22,130831.16
1906,8,450440.00,109236.24,103441.86,130979.96,100846.11
1906,9,420140.00,58700.07,140520.82,116709.93,89719.96
1906,10,563080.00,107781.21,143387.42,164939.62,131661.77
1906,11,152220.00,42974.27,40268.31,25158.64,21250.00
1906,12,115710.00,30608.15,29963.11,15063.69,16559.00
1907,1,73551.00,27465.87,15903.44,6789.82,11114.00
1907,2,29605.00,9562.47,6951.19,779.32,5202.00
1907,3,18312.00,5978.19,3925.58,223.42,3965.00
1907,4,20289.00,6454.37,4136.70,293.73,4471.00
1907,5,32145.00,10395.37,7282.62,951.50,6024.00
1907,6,58965.00,20327.06,14055.16,4406.15,9412.00
1907,7,52378.00,15994.31,13166.27,3376.40,8610.00
1907,8,211230.00,58657.11,46552.52,42304.19,35227.46
1907,9,107330.00,38600.21,18913.62,13125.39,15594.00
1907,10,89925.00,37167.10,14659.66,8908.33,13407.00
1907,11,55577.00,24658.47,10469.19,3903.51,8980.00
1907,12,37321.00,14586.11,7235.61,1480.05,6686.00
1908,1,45602.00,17583.07,9625.62,2476.66,7653.00
1908,2,20665.00,8350.72,2885.54,315.11,3929.00
1908,3,14642.00,6050.50,2069.66,145.60,3338.00
1908,4,8620.00,3385.92,1331.70,39.63,2980.00
1908,5,17371.00,6756.42,2275.51,214.91,4137.00
1908,6,62259.00,25262.11,13025.30,4841.27,9834.00
1908,7,109500.00,39665.18,19044.22,13928.20,15909.00
1908,8,155140.00,38528.20,43142.73,26001.82,21875.00
1908,9,165870.00,47459.88,38543.72,28472.32,25090.00
1908,10,101120.00,35529.40,18657.41,11705.83,14839.00
1908,11,70351.00,30678.33,11003.95,6320.90,10867.00
1908,12,28287.00,14041.85,4166.88,716.11,5532.00
1909,1,14548.00,5034.77,2289.09,144.96,3777.00
1909,2,13136.00,4520.86,1854.90,103.53,3479.00
1909,3,13701.00,4397.67,2490.49,122.94,3668.00
1909,4,6512.00,2721.98,1055.99,12.37,2539.00
1909,5,147990.00,44867.24,35374.25,24537.72,20501.00
1909,6,191750.00,48785.70,43529.94,38367.03,30362.17
1909,7,322930.00,61662.29,85416.37,72490.81,53482.69
1909,8,707720.00,117378.98,189155.85,216970.40,186885.00
1909,9,370260.00,84225.54,87312.15,99803.27,69715.53
1909,10,156170.00,43541.88,38159.91,26437.17,22290.00
1909,11,58212.00,20063.75,14279.96,4216.64,9317.00
1909,12,32522.00,10488.55,7188.01,1098.69,6073.00
1910,1,10784.00,3088.62,2192.90,68.40,3279.00
1910,2,8808.00,2664.00,1935.55,43.95,2394.00
1910,3,9184.00,2746.85,2197.55,45.27,2669.00
1910,4,10031.00,2800.83,2790.56,65.30,3160.00
1910,5,6232.00,2131.49,1326.16,11.89,2519.00
1910,6,50213.00,13493.38,16384.27,3120.77,8295.00
1910,7,215080.00,43562.52,54729.66,43538.14,36991.81
1910,8,132180.00,31839.92,38493.05,20501.42,18366.00
1910,9,429260.00,56153.63,136831.58,119830.57,92056.70
1910,10,288860.00,43508.42,92271.47,61451.27,45358.08
1910,11,122860.00,23967.26,41661.78,17529.29,17482.00
1910,12,73833.00,22654.39,19448.56,6952.44,11352.00
1911,1,34686.00,9534.55,10691.75,1263.40,6349.00
1911,2,75433.00,21475.08,19358.17,7086.58,11401.00
1911,3,91149.00,22199.89,28919.82,9021.68,13521.00
1911,4,44190.00,15897.99,11415.78,2218.87,7525.00
1911,5,48707.00,12378.07,15999.83,2955.77,8141.00
1911,6,465020.00,72605.34,133360.02,136110.01,104965.72
1911,7,356520.00,65674.31,101827.88,87262.31,66217.11
1911,8,327730.00,62875.61,95082.42,73914.35,57910.73
1911,9,134620.00,37299.49,35123.03,20864.60,18624.00
1911,10,77692.00,24835.89,18570.78,7259.15,11825.00
1911,11,34121.00,14029.99,7810.87,1189.61,6238.00
1911,12,34969.00,14307.69,6595.43,1271.75,6385.00
1912,1,26405.00,10006.13,4708.85,576.34,5261.00
1912,2,14830.00,4622.64,2900.20,146.85,3226.00
1912,3,12289.00,3836.98,2494.68,73.79,3005.00
1912,4,9937.00,3568.04,1764.76,64.97,3148.00
1912,5,11819.00,3845.53,2079.69,71.94,3428.00
1912,6,15395.00,6104.49,1986.85,171.49,3846.00
1912,7,73645.00,27247.65,15367.12,6936.50,11327.00
1912,8,56989.00,22759.24,12222.22,3994.35,9199.00
1912,9,296770.00,66903.28,51615.18,63747.37,47214.42
1912,10,158340.00,63319.98,22175.95,27460.79,23128.00
1912,11,69693.00,25173.05,15918.98,5885.68,10707.00
1912,12,133680.00,45381.52,25820.48,20724.91,18783.00
1913,1,44285.00,22021.54,5790.22,2222.91,7547.00
1913,2,30546.00,14700.14,4198.59,811.24,5703.00
1913,3,29698.00,8054.17,6192.70,782.87,5712.00
1913,4,46920.00,13375.98,12471.20,2676.42,7873.00
1913,5,44379.00,14052.97,10802.70,2227.40,7325.00
1913,6,96889.00,24882.74,28334.63,10311.61,13688.00
1913,7,115710.00,38894.81,25071.31,15064.32,16132.00
1913,8,177160.00,66289.76,27635.08,33276.29,29090.00
1913,9,145160.00,59363.17,21539.12,22934.76,20065.00
1913,10,115520.00,41538.84,20351.96,15039.76,16602.00
1913,11,107990.00,41476.29,18466.03,13747.23,15678.00
1913,12,62447.00,28901.07,10392.52,4827.98,9897.00
1914,1,27441.00,14005.46,3461.48,646.66,5341.00
1914,2,17371.00,7891.30,2003.56,214.31,4020.00
1914,3,13137.00,5071.44,1800.92,103.86,3596.00
1914,4,6582.00,2712.08,1054.96,12.50,2553.00
1914,5,22171.00,8813.27,2968.32,361.47,4750.00
1914,6,29322.00,13910.82,4362.89,774.09,5625.00
1914,7,63011.00,28844.34,10509.29,4867.76,9969.00
1914,8,76939.00,34598.03,10205.52,7222.48,11748.00
1914,9,43626.00,19386.10,7675.48,2193.73,7453.00
1914,10,25370.00,13631.93,2854.50,514.64,5159.00
1914,11,13324.00,5462.81,1578.06,104.76,3428.00
1914,12,8333.00,2997.79,1250.50,38.49,2961.00
1915,1,10031.00,3698.04,1346.84,65.40,3199.00
1915,2,6862.00,2681.34,1078.29,20.86,2535.00
1915,3,6232.00,2764.98,897.36,11.89,2519.00
1915,4,6162.00,2246.48,965.05,11.74,2465.00
1915,5,25275.00,7907.32,4504.70,512.82,5147.00
1915,6,52190.00,17057.08,12349.84,3364.65,8547.00
1915,7,332810.00,77990.16,61004.53,75421.93,59097.05
1915,8,483090.00,122198.78,103766.01,156061.68,111603.98
1915,9,251970.00,60644.39,49118.29,50898.77,39191.17
1915,10,310600.00,67062.06,64589.04,69660.94,50004.33
1915,11,158240.00,54228.20,29606.97,27419.35,22996.00
1915,12,48802.00,19418.92,9876.78,2961.26,8153.00
1916,1,21041.00,7059.83,3376.59,319.96,4606.00
1916,2,14266.00,4198.30,2724.15,126.18,3662.00
1916,3,12571.00,3672.05,2596.18,74.95,3524.00
1916,4,8403.00,2911.39,1531.06,38.71,2936.00
1916,5,15772.00,4382.93,2978.23,174.61,3933.00
1916,6,22640.00,7703.84,4185.42,367.31,4771.00
1916,7,199460.00,59022.96,42985.00,41323.47,32139.91
1916,8,181490.00,49983.02,40471.43,34479.44,28623.99
1916,9,560630.00,91386.47,158129.56,164104.74,130985.59
1916,10,603730.00,92385.44,170407.37,178766.07,138720.55
1916,11,501440.00,96830.65,142198.47,159212.17,114955.39
1916,12,285760.00,50986.13,61458.59,60544.12,45896.51
1917,1,68751.00,26818.23,14507.63,5628.80,10696.00
1917,2,20476.00,6790.19,3991.80,295.43,4089.00
1917,3,40333.00,15904.40,8336.96,1864.03,6811.00
1917,4,61695.00,26142.33,13089.52,4801.62,9761.00
1917,5,116650.00,45028.37,17506.19,15179.54,16823.00
1917,6,808130.00,202788.97,176229.74,251573.20,216700.00
1917,7,464270.00,149623.92,62338.42,135849.22,104577.72
1917,8,644760.00,154915.79,156218.72,195270.02,149515.16
1917,9,827510.00,167917.37,189599.44,258254.85,222325.00
1917,10,647580.00,129090.99,161674.73,196243.27,150258.09
1917,11,249810.00,59315.03,55617.97,50266.10,41535.63
1917,12,108560.00,33348.87,24366.43,13815.32,15683.00
1918,1,36380.00,13013.28,8204.24,1448.15,6547.00
1918,2,29510.00,9393.51,7213.28,777.32,5530.00
1918,3,41838.00,15595.91,9215.23,1991.96,7230.00
1918,4,28852.00,8174.20,6723.35,727.44,5565.00
1918,5,317000.00,81826.69,56154.74,71576.78,52446.64
1918,6,328290.00,99295.05,45885.98,74078.53,58187.85
1918,7,604770.00,156807.76,132266.38,179116.93,138991.60
1918,8,356050.00,62723.02,92757.50,87109.23,65973.62
1918,9,381930.00,97095.52,87356.33,105066.38,72481.86
1918,10,106860.00,31485.18,27471.99,13072.37,15534.00
1918,11,75716.00,26563.38,17377.50,7114.02,11553.00
1918,12,30264.00,8928.68,7235.02,806.39,5784.00
1919,1,19441.00,5195.19,4689.62,254.06,4374.00
1919,2,13701.00,3624.44,3228.01,106.57,3168.00
1919,3,29981.00,6239.06,8557.88,788.76,5522.00
1919,4,20759.00,6018.30,4630.43,316.43,4531.00
1919,5,20288.00,5330.12,5561.92,294.02,4510.00
1919,6,59624.00,24044.00,14446.64,4450.96,9497.00
1919,7,154860.00,54668.15,32002.22,25876.40,21813.00
1919,8,127760.00,47867.18,19441.28,19868.41,17784.00
1919,9,159560.00,65679.15,24249.29,27981.63,23185.00
1919,10,96324.00,38219.91,15905.17,10258.08,14225.00
1919,11,35533.00,16265.90,5138.36,1410.51,6418.00
1919,12,23864.00,14036.66,1748.65,425.45,4967.00
1920,1,24523.00,10422.44,3928.24,452.55,5025.00
1920,2,12195.00,4507.07,1788.75,73.26,3398.00
1920,3,11631.00,4174.93,1972.74,71.88,3404.00
1920,4,12948.00,5013.38,1946.59,102.76,3532.00
1920,5,19159.00,7829.60,2800.04,251.23,4366.00
1920,6,62353.00,25166.14,12264.55,4847.76,9845.00
1920,7,201440.00,56525.65,40935.31,39192.02,32754.08
1920,8,367810.00,83232.73,86333.26,93392.39,69011.46
1920,9,372710.00,67975.53,97945.59,100639.02,70331.96
1920,10,278040.00,46976.52,77833.33,60136.51,44062.75
1920,11,263260.00,46865.16,54272.51,54208.40,41828.46
1920,12,71481.00,27682.46,15301.90,6416.46,11051.00
1921,1,34027.00,13537.13,6962.67,1187.36,6265.00
1921,2,14078.00,4317.06,2743.98,124.92,3599.00
1921,3,12195.00,3555.56,2489.65,73.45,3476.00
1921,4,9278.00,2984.81,1501.94,45.45,3064.00
1921,5,11349.00,3568.51,1932.60,70.66,3367.00
1921,6,144600.00,38977.82,34895.06,22852.13,20261.00
1921,7,135280.00,47711.01,25950.49,20962.76,18935.00
1921,8,481210.00,119829.03,96188.00,155341.15,111053.51
1921,9,577570.00,118886.20,143698.64,169861.40,135578.17
1921,10,324900.00,81587.98,54658.77,73077.17,53904.73
1921,11,115520.00,37471.11,22553.91,15037.87,16639.00
1921,12,50307.00,21365.81,10551.14,3256.85,8345.00
1922,1,28852.00,10505.55,5357.18,728.18,5586.00
1922,2,14266.00,4308.47,2809.10,126.09,3209.00
1922,3,15300.00,4310.86,3382.03,150.23,3449.00
1922,4,11725.00,3242.98,2784.52,71.45,3376.00
1922,5,16806.00,5293.47,3313.76,211.30,4065.00
1922,6,15394.00,5270.23,2301.88,150.73,3846.00
1922,7,96513.00,30995.77,21706.74,10275.92,14249.00
1922,8,101310.00,31316.62,20361.20,11726.39,14824.00
1922,9,152130.00,31687.99,46750.91,25191.34,21028.00
1922,10,178850.00,56497.14,38765.82,33451.31,27900.21
1922,11,110160.00,44231.51,16209.13,14004.88,15897.00
1922,12,35439.00,18356.96,3970.62,1286.55,6446.00
1923,1,23864.00,13456.92,2095.29,425.59,4967.00
1923,2,13513.00,6580.34,1329.34,105.58,3527.00
1923,3,8543.00,3775.38,1084.47,39.43,3004.00
1923,4,8620.00,3485.76,1329.44,39.64,2980.00
1923,5,17841.00,13036.80,445.30,219.19,4197.00
1923,6,220730.00,61037.21,41051.06,45324.02,38204.28
1923,7,360940.00,72594.68,81332.45,91176.14,67263.79
1923,8,459280.00,128700.80,63955.55,134098.70,103234.27
1923,9,199270.00,66396.03,34399.51,41260.50,32025.68
1923,10,532400.00,124326.69,131526.76,154499.09,123412.29
1923,11,182620.00,59555.07,41333.11,34916.41,29095.29
1923,12,100460.00,35430.86,17083.21,11632.47,14577.00
1924,1,64517.00,26903.02,12609.32,5099.98,10036.00
1924,2,44285.00,19287.64,6956.36,2221.11,7176.00
1924,3,63576.00,25646.58,12765.77,4906.47,9765.00
1924,4,82397.00,27612.65,17347.43,7881.49,12406.00
1924,5,53695.00,21478.14,12302.84,3716.05,8778.00
1924,6,127940.00,38398.27,32804.09,19897.89,17982.00
1924,7,98771.00,28353.68,27200.19,10996.74,14023.00
1924,8,263830.00,59260.34,56467.58,55862.79,42018.56
1924,9,378920.00,80482.19,77070.03,102762.21,71769.24
1924,10,354730.00,71008.44,65751.94,86698.26,65650.12
1924,11,374680.00,80755.85,87340.05,101313.18,70763.22
1924,12,125400.00,44036.42,27499.52,17875.39,17672.00
1925,1,59530.00,26721.07,9775.54,4445.45,9512.00
1925,2,60847.00,25784.75,11734.28,4739.25,9459.00
1925,3,47579.00,19901.03,9894.30,2710.59,7749.00
1925,4,26217.00,10173.66,4442.30,572.82,5228.00
1925,5,26405.00,9235.58,5154.66,576.16,5291.00
1925,6,38450.00,15630.21,6950.62,1616.31,6791.00
1925,7,80703.00,29654.39,16032.05,7520.66,12229.00
1925,8,165870.00,60816.18,27524.43,28475.34,25491.00
1925,9,239360.00,77981.42,42240.73,49173.53,39215.72
1925,10,173680.00,78057.14,21650.22,31505.60,28264.00
1925,11,53413.00,25894.49,6787.09,3569.03,8703.00
1925,12,30263.00,15597.35,3838.26,806.50,5784.00
1926,1,12699.00,12560.28,4348.18,645.59,5396.00
1926,2,7681.00,6126.76,2508.52,44.37,2411.00
1926,3,14288.00,4643.57,3787.13,149.95,3479.00
1926,4,40782.00,8153.01,6770.17,722.15,5532.00
1926,5,178173.00,26932.54,16733.35,22903.10,20436.00
1926,6,199734.00,37708.58,35320.19,33721.31,29735.00
1926,7,258060.00,48670.85,39571.62,44403.02,38877.37
1926,8,394334.00,84261.21,82861.66,92624.33,68310.48
1926,9,245778.00,46824.97,34682.01,53660.12,41310.20
1926,10,308073.00,88891.01,41514.69,12367.82,14795.00
1926,11,86364.00,58670.17,19025.43,2492.01,7705.00
1926,12,41148.00,27619.37,7497.48,786.99,5738.00
1927,1,17369.00,18079.91,5200.29,125.65,3699.00
1927,2,7270.00,12507.14,4467.18,45.09,2454.00
1927,3,1315.00,8476.51,4229.80,34.52,2265.00
1927,4,1321.00,7223.08,5618.86,70.36,3320.00
1927,5,31721.00,11341.77,6505.58,1615.76,6826.00
1927,6,31264.00,15436.53,10422.22,3334.40,8480.00
1927,7,149741.00,25658.76,13693.51,16933.52,16965.00
1927,8,323798.00,47327.07,28274.30,9311.70,13611.00
1927,9,191256.00,48178.64,19116.17,15018.35,16620.00
1927,10,198066.00,57467.81,40431.36,6682.65,11020.00
1927,11,63007.00,29067.62,13966.39,2450.59,7640.00
1927,12,21425.00,23229.58,7671.29,3770.43,8891.00
1928,1,4992.00,19346.72,8673.31,11089.63,14150.00
1928,2,60542.00,17853.10,17437.64,871.89,5707.00
1928,3,62717.00,14843.18,10570.35,1193.52,6292.00
1928,4,55404.00,11642.40,16413.60,6431.19,11036.00
1928,5,158792.00,31300.97,33021.23,83371.22,63449.32
1928,6,426191.00,89804.20,78269.71,29090.66,25623.00
1928,7,202776.00,48559.92,41376.68,8574.20,12420.00
1928,8,84906.00,42949.57,13493.12,5465.76,10007.00
1928,9,153659.00,33574.28,14548.19,24588.00,20830.00
1928,10,477156.00,114605.34,49067.11,6697.84,10664.00
1928,11,122398.00,56690.99,13647.27,2944.25,8076.00
1928,12,31264.00,30733.78,7294.37,512.48,5143.00
1929,1,12073.00,22202.97,5140.40,801.77,5719.00
1929,2,4172.00,15940.14,4616.78,37.53,2333.00
1929,3,0.00,14972.43,8235.20,7144.13,11169.00
1929,4,16399.00,17931.36,20433.23,2701.60,7936.00
1929,5,39123.00,26946.08,15486.58,9334.22,13814.00
1929,6,203546.00,38038.50,17218.75,8067.40,12672.00
1929,7,152231.00,45598.20,18463.26,9321.28,13319.00
1929,8,227499.00,43504.61,25909.87,11660.81,14444.00
1929,9,130931.00,39411.71,14783.54,6777.67,11261.00
1929,10,104442.00,32064.09,20349.50,4240.33,9381.00
1929,11,47369.00,18507.68,16070.82,5628.80,10585.00
1929,12,44913.00,31426.14,20572.98,5056.98,9799.00
1930,1,50185.00,15311.07,5031.39,1261.35,6105.00
1930,2,26487.00,6444.84,2812.98,326.79,4039.00
1930,3,17463.00,6477.90,3064.89,230.30,3882.00
1930,4,8452.00,10492.33,7701.81,9017.90,13521.00
1930,5,43290.00,29933.71,25127.26,1426.37,6477.00
1930,6,24889.00,14033.69,11343.34,2709.31,7957.00
1930,7,60639.00,27673.55,21783.16,46797.00,37424.40
1930,8,275331.00,66123.29,50528.25,4816.04,9330.00
1930,9,163158.00,31817.57,18600.27,24302.54,20355.00
